uuid,name,brand,street,house_number,post_code,city,latitude,longitude,short_id
0d512889-fac0-4024-a4a6-66204f7d5f30,AVIA Tankstelle,AVIA,Am Berumerfehnkanal,3,26532,Großheide,53.56385,7.335894,0ff209cc
0d527ebc-f5c6-476d-99bc-682b85f9e01a,TOTAL EGGENFELDEN,TOTAL,TIEFSTADT,10,84307,EGGENFELDEN,48.395752,12.766098,2628e12f
0d552f2b-e9d0-47b6-8ab0-de52fa957d4a,Liebenauer Agrar Tankstellen GmbH Ts Panschwitz,Freie Tankstelle,Cisinski-Str. ,1a,01920,Panschwitz-Kuckau,51.234978,14.191185,10a68c90
0d59105f-f3f5-4dce-bb9e-584fcd8fc0b2,BFT Bremen Vahrer,BFT,Vahrer Straße ,156,28309,Bremen,53.065886,8.888143,f1736b62
0d59e4c9-b615-4032-cc07-c0914086f411,t/s/g Treffinger gmbH,bft,Flehingerstraße,51,75038,Oberderdingen,49.066491,8.803929,fa5732ce
0d5b7bb1-0943-4638-9133-8863b34de019,Aral Tankstelle,ARAL,Heidenheimer Straße,116,73447,Oberkochen,48.7756767,10.0988913,c3fac240
0d7981e3-7fa2-454f-87e5-d064d6fa934c,Aral Tankstelle,ARAL,Langenbergstraße,9,34225,Baunatal,51.25609,9.413223,eed6c533
0d7b12a6-df95-4e49-b9c4-bf40bbb2c726,TOTAL OTTERBACH,TOTAL,OBERE LAUTER STR.,37,67731,OTTERBACH,49.478786,7.7355165,fa4b70b0
0d805182-1c2e-4bdc-998a-5237f4b4fafe,TOTAL NEUSTADT,TOTAL,W.-KAULISCH-STR.,49,01844,NEUSTADT,51.02882,14.20862,5110f142
0d834e29-2529-4256-beac-5b79bb2efa34,Helmig & Hallmeier,Westfalen,Riesenbecker Str.,27,48477,Hörstel,52.27171,7.58941,a51232d3
0d86c9f2-3327-4bee-8ccc-a5bef904e9e6,"SIEGBURG, A3 SIEGBURG WEST",Shell,A3 / SIEGBURG WST,,53721,SIEGBURG,50.806998,7.21984,9f236f48
0d9156a2-1fb1-491a-8abb-13d0a3bafb35,TEISTUNGEN - BERGSTR. 39,Agip,Bergstrasse,39,37339,Teistungen,51.46998,10.26971,7da8091a
0d918d6b-202f-4503-b4e5-96e6e51b1180,OIL! Tankstelle Kemberg,OIL!,Schmiedeberger Straße 20 a,,06901,Kemberg,51.7623,12.6395,756dc93f
0da4b3e1-ed6f-4bae-c71c-d3c9e0bf2470,Weck & Poller,Tank & Waschcenter Kirchberg,Christoph-Graupner-Strasse,2,08107,Kirchberg,50.619493,12.510179,7081696f
0db53b96-64b1-40fd-bc86-97e2fbef99d6,DACHAU - AUGSBURGER STR. 63 A,Agip,Augsburger Str.,63 A,85221,Dachau,48.262891831494,11.426923831399,e57509bb
0db693d5-39b7-435a-9b80-469e05b48d86,OIL! Tankstelle Appen,OIL!,Hauptstraße 82,,25482,Appen,53.6599,9.73545,2f89ceb2
0dbaed82-e61e-4dc9-b961-9bcba64af950,BARO Lagerhaus GmbH & Co. KG,Raiffeisen,Postliner Str.,18g,19357,Karstädt,53.167,11.7455,0f2c1a5c
0dbbccc1-6cc8-4bb2-9bc0-9faa096c949a,"WILBURGSTETTEN, NÖRDLINGER S.",Shell,NÖRDLINGER STR 4,,91634,WILBURGSTETTEN,49.02559,10.389867,d0ecac7c
0dc62176-d04e-4e98-8add-01bd7fe1ca77,team Tankstelle Kronshagen,team,Eckernförder Str.,207,24119,Kronshagen,54.3376,10.1063,e790ca88
0dc6786a-38e4-4576-8848-335975dea87b,Aral Tankstelle,ARAL,Amselstraße,50,75180,Pforzheim,48.86179,8.661948,971048ac
0dcd5bff-5f16-4fb3-bca1-0d3827c3254b,tanken&mehr,frei,Bayreuther-Str.,6,95686,Fichtelberg,49.999912,11.849914,bb47b948
0dd06e02-cc81-4e26-b6c3-f2f16984ad51,BAT HELMSTEDT SÜD - A2,Agip,Helmstedt Süd / BAB A2,,38350,Helmstedt,52.233096,11.023815,bbabbc78
0dd66012-1f7b-4dae-9337-52c4c59b7e33,Schweinfurt,Edeka C + C,Sven-Wingquist-Str.,1-5,97424,Schweinfurt,50.030983,10.231569,a64e6290
0dd79c69-e573-4e29-a5fd-e64ad3b049c8,team Tankstelle Waren Ost,team,Friedrich.-Wilhelm-Raiffeisenstr.,3,17192,Waren,53.5194,12.7144,5000f0c5
0dd9a3e2-980e-4a5d-bb52-b69b1849334a,"MOENCHENGLADBACH, ROERMONDER STR.",Shell,ROERMONDER STR. 472,,41068,MOENCHENGLADBACH,51.197821,6.386523,75005b6a
0ddfbafc-8ee7-4d4e-b89e-7204f81b7d11,AVIA Tankstelle,AVIA,Kallmünzer Straße,10,93128,Regenstauf,49.115204,12.06762,d981d17c
0de135f1-890b-4585-b98b-e0bf9a8492bd,ZG Raiffeisen Tankstelle Albbruck,ZG Raiffeisen Energie,Alte Landstr.,2,79774,Albbruck,47.5947,8.1389,ca1add7b
0de3622b-e5fc-4595-aaca-7903307791a7,"ROSTOCK, SANKT-PETERSBURGER-STR.",Shell,SANKT-PETERSBURGER STR.,,18107,ROSTOCK,54.130563,12.058039,ed5d2ad9
0df21809-41e7-4b9f-8b1c-c223bd646d93,Aral Tankstelle,ARAL,Bargteheider Straße,100,22143,Hamburg,53.60447,10.1478262,c3ff1b21
0dfc9f27-f9fe-40e6-b9ac-48317fba274d,Aral Tankstelle,ARAL,Suedwestkorso,36A,14197,Berlin,52.4684372,13.3112888,249f3b9d
0e083aea-4678-4003-bd43-6f50bda36dc5,Aral Tankstelle,ARAL,Wiesenstraße,30,76228,Karlsruhe,48.9527473,8.470857,493bde6c
0e0d0c4f-3778-44f1-bcfe-00e60272a305,Troisdorf-Spich,Mundorf Tank,Echternacher Straße,2,53842,Troisdorf-Spich,50.8191,7.113401,860d9600
0e160a76-8968-4159-8e7f-4ac8a689cddc,Esso Tankstelle,ESSO,FLORASTR. 33, ,41539,DORMAGEN,51.096059,6.834693,d4770cdf
0e18d0d3-ed38-4e7f-a18e-507a78ad901d,OIL! Tankstelle München,OIL!,Eversbuschstraße 33,,80999,München,48.1807,11.4609,f4d0aa34
0e2a7c7b-623c-4301-8a86-57e701f8f876,Aral Tankstelle,ARAL,Kelkheimer Str,43,65779,Kelkheim,50.1459923,8.429585,eba73bce
0e31a3fd-c450-4a29-923d-70343d7b1883,"ALZEY, BAHNHOFSTR",Shell,BAHNHOFSTR. 81,,55232,ALZEY,49.746588,8.106635,265ebd00
0e336311-6214-4e20-8524-125f4df94978,ELAN LEIPZIG,ELAN,SCHOMBURGKSTR.,8-10,04179,LEIPZIG,51.33985,12.299255,cd7f824c
0e3e9195-9040-469f-841d-dc46b33b2f5e,Esso Tankstelle,ESSO,KLETTWITZER STR. 1, ,01968,SENFTENBERG,51.525377,13.972731,dd1126e0
0e41a6a4-e678-4dce-8568-020210c6cee9,"FRANKFURT AM MAIN, FRIEDBERGER LANDSTR.",Shell,FRIEDBERGER LANDSTR. 152,,60389,FRANKFURT AM MAIN,50.129887,8.694316,0fc08209
0e4638dc-c2e5-41b8-b6dd-e5f38df5ea95,ELAN BURKHARDTSDORF,ELAN,OBERE HAUPTSTR.,44,09235,BURKHARDTSDORF,50.73,12.9103,44e801f0
0e473858-ab2a-498c-ae9e-cc38c198528e,Access BOCHUM,Access,UNTERSTRASSE,100,44892,BOCHUM,51.469917,7.3069487,b18ffb73
0e4d959e-743d-41fd-8323-b435a0b458ba,Esso Tankstelle,ESSO,AN DER NORF, ,41469,NEUSS,51.16631,6.733911,112e83a5
0e4f47e0-a727-449e-815e-673b40f00e91,"Haltern, Thiestr. 6-8",SB,Thiestr. 6-8,,45721,Haltern,51.771669,7.221844,eee1b640
0e5f8257-c5e6-44f2-8d7f-4ba90f7b9646,Aral Tankstelle,ARAL,Römerstraße,1,69198,Schriesheim,49.4749374,8.658518,318fc332
0e630d02-c047-4bc4-b7f4-66450b4ffd67,MUENCHEN - QUIDDESTRAßE,Agip,Quiddestraße,31,81735,Muenchen,48.10898,11.64326,c22a155b
0e64e4c6-3d58-44d4-bbe5-377a5a0db2f2,TOTAL NEULUSSHEIM,TOTAL,ALTLUSSHEIMER STR.,54,68809,NEULUSSHEIM,49.294434,8.51686,c4f10d73
0e7e4b88-c9df-43ba-bd81-3557edd32e31,Aral Tankstelle,ARAL,B,65/Hauptstraße1,31683,Obernkirchen,52.2842522,9.134329,f10a7896
0e900561-f9ae-4b44-a5e6-f50b2fcf2fdf,Herbert Zinner,AVIA,Karlsruher Str.,61,69126,Heidelberg,49.3809,8.6897,25cdefd0
0e958d31-5503-4b9c-bf1d-5a18e20c473e,"MUENCHEN, SCHLEISSHEIMER STR.",Shell,SCHLEISSHEIMER STR. 272,,80809,MUENCHEN,48.174502,11.566272,83cf5969
0e988ddf-624d-4d9d-964a-162347cc8739,bft Meschenich,bft,Brühler Landstr.,473,50997,Köln,50.8569,6.92341,3c982b3a
0ea2f653-bce6-4e71-80b2-8cf7c893ba54,Aral Tankstelle,ARAL,Münchener Straße,42,82131,Gauting,48.06795,11.3872366,34f8b648
0ea3cb53-06a8-4119-a276-a2a7444a9638,TOTAL KOBLENZ,TOTAL,SCHLACHTHOFSTR.,88,56073,KOBLENZ,50.362534,7.571578,e055b194
0ea4358f-4142-4728-a902-67e2affdbd1d,Aral Tankstelle,ARAL,Brühler Straße,160,50389,Wesseling,50.8308945,6.956559,8b02d213
0ea50beb-c598-4607-b2db-00cf787e3509,Raiffeisen Tankstelle,Raiffeisen,Borgwardring,2-4,26802,Moormerland,53.3116,7.45716,47472e4f
0ea9ba22-ae3b-495e-8fc7-20c286bf527a,Esso Tankstelle,ESSO,TEMPELHOFER WEG 32, ,12347,BERLIN,52.456841,13.426262,b2c67780
0eaec4bb-bc33-4e62-a111-a641a3ae4203,"DORMAGEN, IN UECKERATH",PM,IN UECKERATH 115,,41542,DORMAGEN,51.109747,6.748876,e0586e07
0eb4f96e-42f4-453d-84e0-990dd013f320,"Mettmann, J.Flintrop Str. 121",SB,J.Flintrop Str. 121,,40822,Mettmann,51.2558,6.98545,90c5a207
0eb6bd9f-8d49-4774-b7c7-afb4dac7453d,Aral Tankstelle,ARAL,Nettelnburger Landweg,2,21035,Hamburg,53.4867,10.1838655,01117f28
0eb92252-5ea2-4b1a-8855-d8a057483852,CLASSIC Dörverden,CLASSIC,Große Str.,54,27313,Dörverden,52.8434,9.22145,c94cdc6e
0ebd7f00-944a-44e9-92e6-a13d2c985dbe,AVEX Dortmund,AVEX,Schüruferstr.,177,44269,Dortmund,51.4907,7.5386,e31897db
0ec660c5-edbd-486a-ab04-a715e634798d,Aral Tankstelle,ARAL,Heckershäuser Straße,,34292,Ahnatal,51.3676338,9.39847,ba9bb9e7
0ec67dcb-024e-4090-9110-e7d972f1b192,Helmut Hitzer GmbH,Freie Tankstelle,Toepferstrasse,26,31089,Duingen,52.003545,9.702953,7dcac0a5
0ecbdaa0-5c45-4e20-a065-f581f138724b,AVIA Tankstelle,AVIA,Weissenbacher Straße,26,95100,Selb,50.169357,12.121708,e54fdbed
0eccf76a-64a8-4b2d-ab6e-6eb7671009a3,Supermarkt KOETHEN,Supermarkt,MERZIENER STR.,20,06366,KOETHEN,51.754444,12.001871,477c7bcf
0ed1e28e-bf7e-4283-b5d7-4356adb28d2a,TOTAL AURACH,TOTAL,ANSBACHER STR.,42,91589,AURACH,49.25234,10.434523,8d4cbfeb
0ed51a32-edbf-44d0-9e8e-670648482c70,Aral Tankstelle,ARAL,Neustrelitzer Straße,118,17033,Neubrandenburg,53.5302124,13.2618179,12f330d3
0ed71b80-307e-4653-9bf2-e04f3a545a51,Rentschler,,Poststraße,11,75328,Schömberg,48.786625,8.643501,f551661a
0ed76157-da31-43fc-bf59-fddc04cd4a86,Sprint Eiche Landsberger Chaussee,Sprint,Landsberger Chaussee,21,16356,Eiche,52.5467,13.6046,3959f076
0ededd2c-381c-45fc-830e-efe32fba2bc2,Esso Tankstelle,ESSO,ANNABERGER STR. 213, ,09120,CHEMNITZ,50.803587,12.912419,602cea26
0ee4b5b9-ff65-444f-8c96-e3d0350a340e,Autohaus Mike Binner,BFT,Eberwiesenstr. ,2,79787,Lauchringen,47.62389,8.32451,ed3850fb
0ee5d9b1-f0ab-4623-71ab-a0d3fa20b444,Emden V,SCORE,Petkumer Str.,284,26725,Emden,53.340664,7.226658,da5389d9
0ee61125-4bcf-40eb-4ec3-4bd4de90627c,Reifen Labetzke,Reifen Labetzke Tankstelle,Haselünner Str.,42,49624,Loeningen,52.732738,7.742032,6a83e8e3
0ee62764-6631-47aa-8906-81f3de26f980,Christoph Butterbach ,ED,Hochwaldstraße,29,66620,Nonnweiler-Otzenhausen,49.603222,6.987635,c0698259
0ef3b459-b437-40d9-be79-3d021c5e5583,"WISMAR, SCHWERINER STR.",Shell,SCHWERINER STR. 20,,23970,WISMAR,53.88506,11.46288,e1c57a67
0ef3e42f-1967-460e-b937-1beb2c8337b0,Aral Tankstelle,ARAL,Donauwörther Straße,63,86653,Monheim,48.8367271,10.8451948,5ce35089
0ef4699b-01e7-4ff8-a643-39939ecf3495,Esso Tankstelle,ESSO,OBSTMARSCHENWEG 61, ,21720,STEINKIRCHEN,53.57915598,9.602656869,ad0995a1
0ef6d7ad-dbad-4139-9be3-4a5091805e34,"Autohaus Dietz, Heinz und Jürgen Dietz OHG",Freie Tankstelle,Bahnhofstrasse,37-39,96106,Ebern,50.1009,10.79,d2fac7d4
0f00a6ed-752d-4b89-9b9a-7ce3704cb570,"LEHRBERG, UNT. HINDENBURG ST.",Shell,UNTERE HINDENBURG STR. 55,,91611,LEHRBERG,49.341138,10.511254,4f72fca5
0f00c377-5e48-4772-a860-05b862e08867,Tramin Oberhausen Osterfeld,Freie Tankstelle,Bottroper Strasse ,228,46117,Oberhausen,51.5031,6.89427,e47205b5
0f04312e-a784-4dfa-b30f-74d203f6bfb7,"Lampertheim, Mannheimer Straße 40",SB,Mannheimer Straße 40,,68623,Lampertheim,49.5919,8.46035,44e9da67
0f05be71-4f86-441f-83b8-a007d5ed4519,"BAD DOBERAN, AN DER B 105",Shell,AN DER B 105,,18209,Bad Doberan,54.106327,11.928253,515a767d
0f20f3c7-4ee0-4a9a-7d36-39d309a6ca94,Tankshop Augustfehn GmbH,Heinrich Albers OHG,Hauptstraße,455,26689,Apen-Augustfehn,53.21672,7.76265,9dc75777
0f269d49-b196-49c4-b21d-df11a40cd3ff,"ROSENHEIM, AEUSSERE MUENCHENER STR.",Shell,AEUSSERE MUENCHENER STR. 43,,83026,ROSENHEIM,47.852527,12.100894,967f436d
0f2e0c50-51c1-4a4f-bfdb-c6f2eb676893,"ANNWEILER, LANDAUER STR.",Shell,LANDAUER STR. 24,,76855,ANNWEILER,49.203808,7.969361,414229cf
0f39dde1-37b9-4d64-323c-56a1f6899c70,Tankshop Norddeich GmbH,Heinrich Albers OHG,Norddeicher Str.,244,26506,Norden / Norddeich,53.61389,7.16636,df0d590a
0f44090c-7b09-4187-940a-7fdc72e5bbff,BFT-Tankhof,BFT Tankhof Stein,Ruhrstr.,211,44869,Bochum,51.445008,7.16274,77a337be
0f4771c5-9e00-41d4-9c13-ec7fe6280e45,BK-Tankstelle Manfred Maier,,Memminger Straße ,51,87724,Ottobeuren,47.94701,10.28942,80ba194b
0f4f799c-9d35-4786-8751-cca2ad0e794f,"STRALSUND, HEINRICH-HEINE-RING 71",Shell,HEINRICH-HEINE-RING 71,,18435,Stralsund,54.330164,13.067929,b2a7fde4
0f553a7a-b6ab-4241-a313-a6cdfd65283f,V-Baumarkt Kaufbeuren,V-Baumarkt Kaufbeuren,Sudetenstraße,5,87600,Kaufbeuren,47.897088,10.644254,262f36ee
0f5a2874-9a4c-4b20-b743-624da106cbb4,Depenbrock Baustoffe GmbH,Depenbrock Freie Tankstelle,Blumenhorst,6,32351,Stemwede-Arrenkamp,52.42186,8.40159,283edd97
0f5b5647-b26d-4cf0-f86c-1387cf165898,ELO Gunzenhausen,ELO,Industriestraße,12,91710,Gunzenhausen,49.123705,10.77042,c2cfa7d5
0f624a2e-8569-4119-9dec-c8b5e4e3e8e8,"DARMSTADT, WALTHER-RATHENAU-STR.",Shell,WALTHER-RATHENAU-STR. 1,,64297,DARMSTADT,49.816707,8.63564,a16c8d86
0f6e7744-39a9-4dfb-9909-81b44b85a69d,HemSaer Agrar GmbH,HemSaer Agrar GmbH,Raiffeisenstraße,1,48369,Saerbeck,52.1827,7.64181,6f4f57d5
0f74de82-f8be-41d7-bc2e-deef6384f351,Helmbrechts Haide 2,OMV,Haide,2,95233,Helmbrechts,50.23193,11.73516,98cb49b1
0f7a816f-c2c2-4023-8117-c0677140bf8b,AVIA Tankstelle,AVIA,Bei der Lohmühle,19,23554,Lübeck,53.880325,10.672219,0e6ac101
0f83c70b-31e7-43ba-967b-4361e5e69bf5,"ERDING, MUENCHENER STR.",Shell,MUENCHENER STR. 42,,85435,ERDING,48.303223,11.901461,56ce5673
0f8a15c4-0b6d-47ca-a827-58cfb904fd3a,Q1 Tankstelle,Q1,Düsseldorfer Straße,385,42327,Wuppertal,51.2518,7.06328,0ea03633
0f914994-a630-4083-ac67-59daa272d1de,Tankstelle Surner,Freie,Kößlarner Str. ,30-32,84371,Triftern,48.394617,13.008523,6b9ac844
0f94fbcb-31ef-4fd9-9a45-7e25fc94b591,Autohaus Schoenenberger,SB-Tanken,Konstanzer Strasse,24,78465,Konstanz -Dettingen,47.731932,9.118039,f81448e3
0f9bc33d-34e3-4526-aafd-8a46ff87cfee,"DORTMUND, WICKEDER HELLWEG",Shell,WICKEDER HELLWEG 73,,44319,DORTMUND,51.5317,7.607994,902ccc5b
0fbc40d5-d9bd-4177-9b63-78931b31ed75,OIL! Tankstelle Ebeleben,OIL!,Keulaer Str. 3,,99713,Ebeleben,51.2856,10.7294,13d407e0
0fc41d90-7a45-4d5b-8f3f-52305d365514,OIL! Tankstelle Offenbach,OIL!,Sprendlinger Landstr. 173,,63069,Offenbach,50.0853,8.74583,ae7b124a
0fc8e61d-b008-47bf-86da-0b1236fbb043,Aral Tankstelle,ARAL,Carnaper Straße,70,42283,Wuppertal,51.2763138,7.18987,d55bad5b
0fc97caa-b3d2-55b8-8e98-ab2aec0f8858,Schwerin,Hoyer,Am Margaretenhof,3,19057,Schwerin,53.66159820557,11.35919952393,0943a46e
0fcd615e-469f-4728-8ab9-3d841f4e8582,Robert Fischer TTS,,Paderborner Straße,22,33154,Salzkotten,51.674054,8.612945,7cd126ee
0fd4d6e6-3a02-4d1f-89f9-bf7df0d1b114,Tankcenter ELSTERWERDA,Tankcenter,SIEDLUNGSSTR.,19,04910,ELSTERWERDA,51.4647,13.530292,eaadc508
0fd71759-fe05-4756-a3f0-42eff173b2ad,Aral Tankstelle,ARAL,Ostfrieslandstraße,80,21129,Hamburg,53.52658,9.884868,9c49f636
0fdcfef5-75e0-4f5b-a444-5281c7c73d33,Aral Tankstelle,ARAL,Forstmeisterstraße,53,97705,Burkardroth,50.2631264,9.994378,7e3ce0ca
0fe70897-63de-4fb0-b670-3212886c2492,Access HEIDE,Access,GIESSENER STR,120,35452,HEUCHELHEIM,50.586372,8.641298,5b432b82
0feba9f3-0528-49fa-b89d-8b532db92212,"KOBLENZ, AN DER B 416",Shell,AN DER B 416,,56072,KOBLENZ,50.348121,7.550969,9278d791
0fefd8d5-d172-4d8d-9e2c-fa63b49eeba1,Raiffeisen Lippe-Weser AG,Raiffeisen,Lipper Tor,1,32839,Steinheim,51.8789,9.08736,2a7b6c27
0ff26b7f-3bf6-4c42-bbbb-ac486bab2fc3,"MECHERNICH, LANDSTR.",Shell,LANDSTR. 60,,53894,MECHERNICH,50.588831,6.620321,dc36cd86
0ff7a735-da9a-4c05-ac0a-4809832b6faa,MOOSTHENNING AMMERFELD,Shell,AMMERFELD 2,,84164,MOOSTHENNING,48.669696,12.468705,c595c849
0ff87eee-daf2-4966-a573-515d1458883a,Tanken & Waschen,T & W,Bassumer Str. ,4,27251,Neuenkirchen b. Bassum,52.77609,8.75479,03dc24ac
10074b46-f314-4eac-9f7a-5ddd789dd5c9,AVIA Tankstelle,AVIA,Emder Straße,8,26632,Ihlow,53.39607,7.34357,5bf4abd4
1011da04-6171-4241-8796-00eabfea951d,Esso Tankstelle,ESSO,IM GRUND 1, ,92331,PARSBERG,49.176104,11.729608,3b937318
1012706a-36eb-43e0-bf57-e4305c35cfa6,"Hasperde, Hamelner Str. 15",SB,Hamelner Str. 15,,31848,Hasperde,52.144,9.44737,485c7940
10133a83-16d4-4607-a1f0-59a468dc4041,"Gelsenkirchen, Cranger Str. 160",HEM,Cranger Str.,160,45891,Gelsenkirchen,51.56879,7.07969,2b390ecb
1015f487-9d25-4ce6-8e99-add5e2d47169,BayWa Tankstelle Sulzbach-Rosen,BayWa,Rosenberger Str.,106-108,92237,Sulzbach-Rosenberg,49.49614,11.75549,5d6403f6
101b8464-850a-4d56-ad09-ebf9085e1b2d,Bettina Usener,LTG,Am Tönniesberg,14 a,30453,Hannover,52.350346,9.702608,bb7b32d6
101c9b81-75c0-43e3-9a03-e876f755f04c,Aral Tankstelle,ARAL,Grülingstraße,,66280,Sulzbach,49.3065529,7.056207,ae0b5aa6
101da5ee-c28e-465f-b11d-d4f1fdfeb2fb,Aral Tankstelle,ARAL,Escher Straße,273,50739,Köln,50.9694443,6.927176,02f5834c
102e1be2-a428-4636-b0c8-b7cae445063d,"Bayreuth, F.-Ebert-Str",SB,Friedrich-Ebert-Str. 84,,95448,Bayreuth,49.944823,11.59195,9c38cf72
1037437a-9558-430d-bf68-98147a4eff04,TOTAL DUISBURG,TOTAL,KIRCHSTR.,1,47198,DUISBURG,51.44387,6.675952,39175664
103afdaa-8f09-45df-a223-90f03f1f8d24,Poing Gruber Str. 80,OMV,Gruber Str.,80,85586,Poing,48.16862,11.7923,237a7aef
1042903a-07d9-47e1-b0ff-c2f26a059c19,"WIESBADEN, A3 MEDENBACH OST",Shell,A3 MEDENBACH OST,,65207,WIESBADEN,50.095349,8.353899,1bd217db
1045064d-d406-4215-9c29-2ff9f7295ef9,Automatentankstelle,Markant (Tankautomat),Pfarrer-Kraus-Str.,154,56077,Koblenz,50.36911,7.65897,28071dbd
1048ccbc-2c5f-46c8-8e4a-d5380f8c4552,Aral Tankstelle,ARAL,Oskar-Arnold-Straße,14,08056,Zwickau,50.7065353,12.5010939,2cd4a5d5
1050672b-8494-4bf6-9bd5-e8cbb0c558ba,Heinemann,BFT,Korbacher Str. ,5,34454,Bad Arolsen,51.38038,8.99888,a64f1b11
105307c4-8562-45e4-9cc2-a04ef4a19400,Aral Tankstelle,ARAL,Karlstraße,77,89073,Ulm,48.4064026,9.996263,f4ba9484
105a1954-d44b-408d-b7d2-56f3d44c1c67,Tankport Süd,Tankport Süd,Niederkleiner Straße,55,35260,Stadtallendorf,50.812,9.01138,246daad1
105b7c54-1a03-4f05-8e83-c8ce79622d98,Aral Tankstelle,ARAL,August-Kuempers-Straße,6,48493,Wettringen,52.2109642,7.325445,77a71659
106bd84c-d65a-40ef-b24f-d86833956294,CLASSIC Langballig,CLASSIC,Poststr.,5,24977,Langballig,54.7976,9.63537,c449aa2a
10706699-dd9e-4576-beeb-e0e048e6a44f,"TWIST, ALT-RUEHLERTWIST",Shell,ALT-RUEHLERTWIST 47,,49767,TWIST,52.648817,7.095743,e6aa9001
1072d647-1a81-4b41-9f8c-e153313cf98b,"MARCH, VOERSTETTER STR",Shell,VOERSTETTER STR 33,,79232,MARCH,48.071803,7.8034,a72d491e
107dfdaa-0b23-4430-8abf-9e98a44170b1,TOTAL MOENCHENGLADBACH,TOTAL,BAHNSTR.,174,41069,MOENCHENGLADBACH,51.18175,6.411782,7d020a61
108611bf-efea-4359-b442-93ba29666cb5,Q1 Tankstelle,Q1,Westerkappelner Straße,81,49497,Mettingen,52.3127,7.79134,eac0620e
10864994-7b7b-4d9a-a325-db7dddc3c30f,Grüne Tankstelle Hellefelder Str.,Tankstelle Grüne,Hellefelder Str.,100-102,59821,Arnsberg,51.387067,8.072895,b1df20da
108fcdbd-5390-414c-9446-ad8e31140111,Holger Vorrink e.K.,Freie Tankstelle Vorrink,Hauptstrasse,15,49847,Itterbeck,52.50428,6.804415,cb6a6c0f
1093e956-afc1-4a43-89e8-dece717b0515,"STOCKACH, BÜNDTSTR. 19",Shell,BÜND STR. 19,,78333,STOCKACH,47.818589,9.013385,3870ca4c
10941987-ff79-45a1-a710-4c5373a197f3,Raiffeisen Tankstelle Gronau,Raiffeisen,Vereinsstr./Ecke Kaiserstiege,83,48599,Gronau,52.21484375,7.046905040741,bcd76ed0
109bf962-3d3e-4e77-be5a-322546c6b22b,Aral Tankstelle,ARAL,Bünder Straße,343,32120,Hiddenhausen,52.16333,8.634844,305c755c
10a108a9-744e-48ea-ab5b-3d17fce713ee,Esso Tankstelle,ESSO,HAUPTSTR. 102, ,53604,BAD HONNEF,50.64297,7.230559,60399455
10aba172-73f8-4119-9bff-63ac44f189ad,bft - Peter Zügel,,Philip-Reiss-Straße ,6,35510,Butzbach,50.43535,8.6841,6a91b2e1
10b05c30-db89-45ec-9fd4-d235dabce148,Hedwig Bolko,AVIA,Am Lausser ,1,93102,Pfatter,48.958363,12.3678,5222cb53
10b113ea-8597-402d-8ebd-795c0af4c21a,"BONN-ENDENICH, HER-WANDERSLE.",Shell,HERMANN-WANDERSLEB-RING,,53121,BONN - ENDENICH,50.726153,7.067438,65e795cc
10b14d7c-fac9-442b-8d80-b57d877d6d24,"BERLIN, BEUSSELSTR.",Shell,BEUSSELSTR. 44,,10553,BERLIN,52.535574,13.324845,efacbc65
10ba80a5-b028-497c-b94e-8e247e487a12,Sun Wittenau,SUN,Oranienburger Strasse,181,13437,Berlin,52.598719,13.331994,631ddb8a
10bd27c9-f134-40d9-8fa0-137b46e30cc9,"GTB-Tankstelle, Isselhorster Str. 10-12",GT Brennstoffvertrieb GmbH,Isselhorster Str.,10-12,33335,Gütersloh,51.919928,8.4516,0f7d5e0f
10c0d18a-5b7c-470a-88e8-14e9390bf396,AVIA Tankstelle,AVIA,Brockhagener Straße,123,33803,Steinhagen,51.993744,8.376249,b9930116
10c1dac6-ede3-46ba-a6fc-928349dc52bc,Sprint Berlin-Mueggelheim Gosener Damm,Sprint,Gosener Damm,13-15,12559,Berlin-Mueggelheim,52.410198,13.6666,7d2a6e6a
10d13975-7819-4c49-86be-3465bfdc59f9,"HEDDESHEIM, VIERNHEIMER STR",Shell,VIERNHEIMER STR. 24,,68542,Heddesheim,49.508488,8.59823,a25aae71
10d5343c-cae7-4c66-9ac8-cbc266f0041e,Tankcenter GERMERING,Tankcenter,AUGSBURGER STR.,13,82110,GERMERING,48.13959,11.360103,6a0de89a
10dbb42c-f2bb-5985-9dad-fbce82794a46,Hamburg,Hoyer,Nartenstraße,31,21079,Hamburg,53.46839904785,9.99228000641,d20092c4
10ddac26-a5ba-453d-a761-9ad2f041b2b8,"Ludwigstadt, Lauensteiner Straße 79 A ",bft,Lauensteiner Straße 79 A ,,96337,Ludwigsstadt,50.493148,11.379397,a66ed93a
10e71ffe-b7f2-4e4e-8383-f6699d6bf3ac,Tobias Brack,SHELL,An der Brücke,3,19386,Lübz,53.46525,12.040487,01decbb4
10f3a112-2b3a-4a9c-9cb7-c98d5ac20144,"Albstadt, Konrad Adenauer Str. 62",SB,Konrad Adenauer Str. 62,,72461,Albstadt,48.235478,9.027212,a9ae74bd
10ff1225-599a-4c69-8991-27f2734a2da5,SVG Tankstelle Bonn Potsdamer Platz ,SVG Düsseldorf,Potsdamer Platz,7,53119,Bonn,50.742158,7.077899,eab170ca
